gen,zone,tech,fuel,StYr,RetrYr,Capacity,Status,MinLimitShare,HeatRate,RampUpRate,RampDnRate,OverLoadFactor,ResLimShare,FOMperMW,VOM,ReserveCost,Capex,Life,BuildLimitperYear,MaxTotalBuild,DescreteCap,fuel2,HeatRate2,MinUtilization,RETech,UnitSize,Tech Valid
Kisinga HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,2.5,2.5,0.0,,,,0.0,,True
Latoro HPP on R Aswa,Uganda,ReservoirHydro,Water,2030.0,2080.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,4.2,4.2,0.0,,,,0.0,,True
Lower Achwa HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,17.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,17.4,17.4,0.0,,,,0.0,,True
Lwakhakha HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,6.7,6.7,0.0,,,,0.0,,True
Maziba HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,1.2,1.2,0.0,,,,0.0,,True
Mitano HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,14.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,13.6,13.6,0.0,,,,0.0,,True
Mukoki HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,3.4,3.4,0.0,,,,0.0,,True
Muzizi HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,48.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,48.0,48.0,0.0,,,,0.0,,True
Nengo Bridge HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,8.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,7.5,7.5,0.0,,,,0.0,,True
Ngenge HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,14.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,13.8,13.8,0.0,,,,0.0,,True
Nsongi HPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,7.0,7.0,0.0,,,,0.0,,True
Nyakinengo SHP,Uganda,ReservoirHydro,Water,2030.0,2080.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,5.2,5.2,0.0,,,,0.0,,True
Okollo SHPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,5.0,5.0,0.0,,,,0.0,,True
Oriang HPP,Uganda,ROR,Water,2026.0,2076.0,392.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,14130.0,0.5,5.0,2.8,50.0,392.0,392.0,0.0,,,,0.0,,True
Rwembya SHPP,Uganda,ReservoirHydro,Water,2030.0,2080.0,0.4,3.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.4,0.4,0.0,,,,0.0,,True
Karuma HPP,Uganda,ROR,Water,2023.0,2073.0,480.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,0.0,0.5,5.0,2.72,50.0,480.0,480.0,0.0,,,,0.0,,True
Karuma2 HPP,Uganda,ROR,Water,2024.0,2074.0,120.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.72,50.0,120.0,120.0,0.0,,,,0.0,,True
Katooke HPP,Uganda,ROR,Water,2024.0,2074.0,0.3,2.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,0.3,0.3,0.0,,,,0.0,,True
Simu HPP,Uganda,ROR,Water,2024.0,2074.0,10.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,9.5,9.5,0.0,,,,0.0,,True
Sironko HPP,Uganda,ROR,Water,2025.0,2075.0,0.4,2.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,0.4,0.4,0.0,,,,0.0,,True
Sisi HPP,Uganda,ROR,Water,2024.0,2074.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,6.0,6.0,0.0,,,,0.0,,True
Tokwe HPP,Uganda,ROR,Water,2024.0,2074.0,0.3,2.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,0.3,0.3,0.0,,,,0.0,,True
Warugo HPP,Uganda,ROR,Water,2024.0,2074.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.8,50.0,0.5,0.5,0.0,,,,0.0,,True
SCOUL Bagasse Plant,Uganda,BiomassPlant,Biomass,2021.0,2051.0,10.0,2.0,0.0,12.5,1.0,1.0,0.0,0.05,0.0,2.5,5.0,1.5,30.0,9.5,9.5,0.0,,,,0.0,,True
Atari HPP,Uganda,ROR,Water,2022.0,2072.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,14130.0,0.5,5.0,2.8,50.0,3.3,3.3,0.0,,,,0.0,,True
Hoimo HPP,Uganda,ReservoirHydro,Water,2024.0,2074.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,3.3,3.3,0.0,,,,0.0,,True
Igassa HPP,Uganda,ReservoirHydro,Water,2024.0,2074.0,0.3,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.3,0.3,0.0,,,,0.0,,True
Kabasanja HPP,Uganda,ReservoirHydro,Water,2024.0,2074.0,0.4,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.4,0.4,0.0,,,,0.0,,True
Kabeywa 1 HPP,Uganda,ReservoirHydro,Water,2022.0,2072.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,6.5,6.5,0.0,,,,0.0,,True
Kabeywa 2 HPP,Uganda,ReservoirHydro,Water,2023.0,2073.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,2.0,2.0,0.0,,,,0.0,,True
Kigwabya HPP,Uganda,ReservoirHydro,Water,2025.0,2075.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,4.2,4.2,0.0,,,,0.0,,True
Kikagati HPP,Uganda,ReservoirHydro,Water,2021.0,2071.0,14.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,14.0,14.0,0.0,,,,0.0,,True
Muyembe HPP,Uganda,ReservoirHydro,Water,2021.0,2071.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,6.9,6.9,0.0,,,,0.0,,True
Nchwera HPP,Uganda,ReservoirHydro,Water,2024.0,2074.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.5,0.5,0.0,,,,0.0,,True
Nsongya HPP,Uganda,ReservoirHydro,Water,2024.0,2074.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,0.7,0.7,0.0,,,,0.0,,True
Nyabuhuka HPP,Uganda,ReservoirHydro,Water,2023.0,2073.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,3.2,3.2,0.0,,,,0.0,,True
Nyagak III HPP,Uganda,ReservoirHydro,Water,2025.0,2075.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,5.6,5.6,0.0,,,,0.0,,True
Nyamabuye HPP,Uganda,ReservoirHydro,Water,2025.0,2075.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,3.3,50.0,7.0,7.0,0.0,,,,0.0,,True
Nyamagasani 2 HPP,Uganda,ReservoirHydro,Water,2021.0,2071.0,6.0,2.0,0.0,0.0,1.0,1.0,0.0,0.4,14130.0,0.5,5.0,2.54,50.0,6.1,6.1,0.0,,,,0.0,,True
Rupa Wind Power Project,Uganda,OnshoreWind,Wind,2023.0,2053.0,20.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,30000.0,0.0,0.0,1.3,30.0,20.0,20.0,0.0,,,,1.0,,True
Access Uganda Solar Limited,Uganda,PV,Solar,2016.0,2041.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,,,,1.0,,True
Emerging Power,Uganda,PV,Solar,2019.0,2044.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,,,,1.0,,True
MSS Xsabo Power Limited,Uganda,PV,Solar,2018.0,2043.0,20.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,,,,1.0,,True
Tororo Solar North,Uganda,PV,Solar,2017.0,2042.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,15000.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,,,,1.0,,True
Achwa 1 HPP,Uganda,ROR,Water,2021.0,2071.0,42.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Achwa 2 HPP,Uganda,ROR,Water,2019.0,2069.0,41.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Africa EMS Mpanga,Uganda,ROR,Water,2011.0,2061.0,18.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.29,50.0,0.0,0.0,0.0,,,,0.0,,True
Bugoye Hydro Limited- Mubuku II,Uganda,ROR,Water,2009.0,2059.0,13.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Eco Power Uganda Limited- Ishasha,Uganda,ROR,Water,2011.0,2061.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Hydromax Limited – Buseruka,Uganda,ROR,Water,2012.0,2062.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,14130.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Kakaka HPP,Uganda,ROR,Water,2021.0,2071.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,14130.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Kasese Cobalt Company Limited- Mubuku III,Uganda,ROR,Water,2008.0,2058.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Kilembe Mines Limited- Mubuku I,Uganda,ROR,Water,1956.0,2006.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Lubilia Hydropower Plant,Uganda,ROR,Water,2018.0,2068.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,1.61,50.0,0.0,0.0,0.0,,,,0.0,,True
Mahoma Hydropower Plant,Uganda,ROR,Water,2018.0,2068.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.67,50.0,0.0,0.0,0.0,,,,0.0,,True
Muvumbe Hydropower Plant,Uganda,ROR,Water,2017.0,2067.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Ndugutu Hydropower Plant,Uganda,ROR,Water,2019.0,2069.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,14130.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Nkusi Hydropower Plant,Uganda,ROR,Water,2018.0,2068.0,10.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,2.4,50.0,0.0,0.0,0.0,,,,0.0,,True
Rwimi Hydropower Plant,Uganda,ROR,Water,2017.0,2067.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Sindila (Butama) Hydropower Plant,Uganda,ROR,Water,2019.0,2069.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,14130.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Siti I Hydropower Plant,Uganda,ROR,Water,2017.0,2067.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Siti II Hydropower Plant,Uganda,ROR,Water,2019.0,2069.0,17.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Waki Hydropower Plant,Uganda,ROR,Water,2018.0,2068.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Ziba Limited (Kyambura) Hydropower Plant,Uganda,ROR,Water,2019.0,2069.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,14130.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Electro-Maxx Uganda Limited,Uganda,ST,HFO,2012.0,2042.0,50.0,1.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Jacobsen Thermal Plant,Uganda,ST,HFO,2008.0,2038.0,50.0,1.0,0.0,9.4,1.0,1.0,0.0,0.2,60000.0,2.0,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Kakira Sugar Limited,Uganda,BiomassPlant,Biomass,2009.0,2039.0,51.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,17160.0,46.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Kinyara Sugar Limited,Uganda,BiomassPlant,Biomass,2010.0,2040.0,15.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,17160.0,46.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Sugar and Allied Industries Limited,Uganda,BiomassPlant,Biomass,2015.0,2045.0,12.0,1.0,0.0,12.5,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,0.0,30.0,0.0,0.0,0.0,,,,0.0,,True
Bujagali Energy Limited,Uganda,ReservoirHydro,Water,2012.0,2062.0,250.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Eskom (Nalubaale and Kiira) ,Uganda,ReservoirHydro,Water,2004.0,2054.0,380.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,0.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Isimba Hydropower Plant,Uganda,ROR,Water,2019.0,2069.0,183.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,40000.0,0.5,5.0,3.1,50.0,0.0,0.0,0.0,,,,0.0,,True
Nyamagasani 1 HPP,Uganda,ReservoirHydro,Water,2018.0,2068.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,2.45,50.0,0.0,0.0,0.0,,,,0.0,,True
Nyamwamba Hydropower Plant,Uganda,ReservoirHydro,Water,2018.0,2068.0,9.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,2.61,50.0,0.0,0.0,0.0,,,,0.0,,True
Nyamwamba II HPP,Uganda,ReservoirHydro,Water,2022.0,2072.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.4,50000.0,0.5,5.0,2.82,50.0,0.0,0.0,0.0,,,,0.0,,True
BMST_GENC_BUR,Burundi,BiomassPlant,Biomass,2027.0,2057.0,308.0,3.0,0.0,15.0,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,2.5,30.0,6.16,308.0,0.0,,,,0.0,,True
NGCC_GENC_BUR,Burundi,CCGT,Diesel,2028.0,2058.0,10000.0,3.0,0.15,7.7,1.0,1.0,0.0,0.2,30000.0,2.0,5.0,1.01,30.0,48.72,10000.0,0.0,,,,0.0,,True
COSC_GENC_BUR,Burundi,ST,Peat,2029.0,2059.0,10000.0,3.0,0.0,10.2,1.0,1.0,0.0,0.2,112000.0,2.0,5.0,3.74,30.0,48.72,10000.0,0.0,,,,0.0,,True
NGSC_GENC_BUR,Burundi,OCGT,Diesel,2027.0,2057.0,10000.0,3.0,0.0,10.9,1.0,1.0,0.0,0.2,24000.0,4.0,5.0,0.8,30.0,48.72,10000.0,0.0,,,,0.0,,True
DSRC_GENC_BUR,Burundi,ICE,Diesel,2027.0,2057.0,10000.0,3.0,0.0,10.42,1.0,1.0,0.0,0.2,33000.0,6.4,5.0,1.09,30.0,48.72,10000.0,0.0,,,,0.0,,True
HFRC_GENC_BUR,Burundi,ICE,HFO,2027.0,2057.0,10000.0,3.0,0.0,10.42,1.0,1.0,0.0,0.2,33000.0,6.4,5.0,1.09,30.0,48.72,10000.0,0.0,,,,0.0,,True
SOPC_GENC_BUR,Burundi,PV,Solar,2027.0,2052.0,3107.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,75540.0,0.0,0.0,1.14,25.0,48.72,3106.5,0.0,,,,1.0,,True
HYRO_GENC_BUR,Burundi,ROR,Water,2027.0,2077.0,,3.0,0.0,0.0,1.0,1.0,0.0,0.4,75000.0,0.5,5.0,2.5,50.0,0.0,0.0,0.0,,,,0.0,,True
HYDM_GENC_BUR,Burundi,ReservoirHydro,Water,2031.0,2081.0,331.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,90000.0,0.5,5.0,3.0,50.0,48.72,331.0,0.0,,,,0.0,,True
WDLC_GENC_BUR,Burundi,OnshoreWind,Wind,2027.0,2057.0,,3.0,0.0,0.0,1.0,1.0,0.0,0.0,35846.0,0.0,0.0,1.31,30.0,0.0,0.0,0.0,,,,1.0,,True
BMST_GENC_DJI,Djibouti,BiomassPlant,Biomass,2027.0,2057.0,3.0,3.0,0.0,15.0,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,2.5,30.0,3.0,3.0,0.0,,,,0.0,,True
NGCC_GENC_DJI,Djibouti,CCGT,Gas,2028.0,2058.0,,3.0,0.15,7.7,1.0,1.0,0.0,0.2,30000.0,2.0,5.0,1.01,30.0,0.0,0.0,0.0,,,,0.0,,True
NGSC_GENC_DJI,Djibouti,OCGT,Gas,2027.0,2057.0,,3.0,0.0,10.9,1.0,1.0,0.0,0.2,24000.0,4.0,5.0,0.8,30.0,0.0,0.0,0.0,,,,0.0,,True
DSRC_GENC_DJI,Djibouti,ICE,Diesel,2027.0,2057.0,10000.0,3.0,0.0,10.42,1.0,1.0,0.0,0.2,33000.0,6.4,5.0,1.09,30.0,117.94,10000.0,0.0,,,,0.0,,True
HFRC_GENC_DJI,Djibouti,ICE,HFO,2027.0,2057.0,10000.0,3.0,0.0,10.42,1.0,1.0,0.0,0.2,33000.0,6.4,5.0,1.09,30.0,117.94,10000.0,0.0,,,,0.0,,True
SOPC_GENC_DJI,Djibouti,PV,Solar,2027.0,2052.0,264.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,75540.0,0.0,0.0,1.14,25.0,117.94,264.0,0.0,,,,1.0,,True
HYRO_GENC_DJI,Djibouti,ROR,Water,2027.0,2077.0,,3.0,0.0,0.0,1.0,1.0,0.0,0.4,75000.0,0.5,5.0,2.5,50.0,0.0,0.0,0.0,,,,0.0,,True
HYDM_GENC_DJI,Djibouti,ReservoirHydro,Water,2031.0,2081.0,,3.0,0.0,0.0,1.0,1.0,0.0,0.4,90000.0,0.5,5.0,3.0,50.0,0.0,0.0,0.0,,,,0.0,,True
Batt_GENC_DJI,Djibouti,Storage,Battery,2027.0,2047.0,10000.0,3.0,0.0,0.0,1.0,1.0,0.0,0.5,40000.0,0.0,5.0,0.3,20.0,117.94,10000.0,0.0,,,,0.0,,True
WDLC_GENC_DJI,Djibouti,OnshoreWind,Wind,2027.0,2057.0,824.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,35846.0,0.0,0.0,1.31,30.0,16.48,824.0,0.0,,,,1.0,,True
BMST_GENC_DRE,Drc_E,BiomassPlant,Biomass,2027.0,2057.0,4101.0,3.0,0.0,15.0,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,2.5,30.0,200.0,4101.33,0.0,,,,0.0,,True
NGCC_GENC_DRE,Drc_E,CCGT,Gas,2028.0,2058.0,,3.0,0.15,7.7,1.0,1.0,0.0,0.2,30000.0,2.0,5.0,1.01,30.0,0.0,0.0,0.0,,,,0.0,,True
COSC_GENC_DRE,Drc_E,ST,Coal,2029.0,2059.0,,3.0,0.0,10.2,1.0,1.0,0.0,0.2,112000.0,2.0,5.0,3.74,30.0,0.0,0.0,0.0,,,,0.0,,True
NGSC_GENC_DRE,Drc_E,OCGT,Gas,2027.0,2057.0,,3.0,0.0,10.9,1.0,1.0,0.0,0.2,24000.0,4.0,5.0,0.8,30.0,0.0,0.0,0.0,,,,0.0,,True
DSRC_GENC_DRE,Drc_E,ICE,Diesel,2027.0,2057.0,10000.0,3.0,0.0,10.42,1.0,1.0,0.0,0.2,33000.0,6.4,5.0,1.09,30.0,200.0,10000.0,0.0,,,,0.0,,True
HFRC_GENC_DRE,Drc_E,ICE,HFO,2027.0,2057.0,10000.0,3.0,0.0,10.42,1.0,1.0,0.0,0.2,33000.0,6.4,5.0,1.09,30.0,200.0,10000.0,0.0,,,,0.0,,True
SOPC_GENC_DRE,Drc_E,PV,Solar,2027.0,2052.0,1493.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,75540.0,0.0,0.0,1.14,25.0,200.0,1492.67,0.0,,,,1.0,,True
HYRO_GENC_DRE,Drc_E,ROR,Water,2027.0,2077.0,24.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,75000.0,0.5,5.0,2.5,50.0,200.0,23.67,0.0,,,,0.0,,True
HYDM_GENC_DRE,Drc_E,ReservoirHydro,Water,2031.0,2081.0,7997.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,90000.0,0.5,5.0,3.0,50.0,200.0,7996.67,0.0,,,,0.0,,True
Batt_GENC_DRE,Drc_E,Storage,Battery,2027.0,2047.0,10000.0,3.0,0.0,0.0,1.0,1.0,0.0,0.5,40000.0,0.0,5.0,0.3,20.0,200.0,10000.0,0.0,,,,0.0,,True
WDLC_GENC_DRE,Drc_E,OnshoreWind,Wind,2027.0,2057.0,428.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,35846.0,0.0,0.0,1.31,30.0,200.0,428.13,0.0,,,,1.0,,True
BMST_GENC_EGY,Egypt,BiomassPlant,Biomass,2027.0,2057.0,2636.0,3.0,0.0,15.0,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,2.5,30.0,52.72,2636.0,0.0,,,,0.0,,True
NGCC_GENC_EGY,Egypt,CCGT,Gas,2028.0,2058.0,20000.0,3.0,0.15,7.7,1.0,1.0,0.0,0.1,30000.0,2.0,5.0,1.01,30.0,1000.0,20000.0,0.0,,,,0.0,,True
COSC_GENC_EGY,Egypt,ST,Coal,2029.0,2059.0,,3.0,0.0,10.2,1.0,1.0,0.0,0.2,112000.0,2.0,5.0,3.74,30.0,0.0,0.0,0.0,,,,0.0,,True
NGSC_GENC_EGY,Egypt,OCGT,Gas,2027.0,2057.0,10000.0,3.0,0.0,10.9,1.0,1.0,0.0,0.2,24000.0,4.0,5.0,0.8,30.0,1000.0,10000.0,0.0,,,,0.0,,True
DSRC_GENC_EGY,Egypt,ICE,Diesel,2027.0,2057.0,10000.0,3.0,0.0,10.42,1.0,1.0,0.0,0.2,33000.0,6.4,5.0,1.09,30.0,1000.0,10000.0,0.0,,,,0.0,,True
HFRC_GENC_EGY,Egypt,ICE,HFO,2027.0,2057.0,10000.0,3.0,0.0,10.42,1.0,1.0,0.0,0.2,33000.0,6.4,5.0,1.09,30.0,1000.0,10000.0,0.0,,,,0.0,,True
SOPC_GENC_EGY,Egypt,PV,Solar,2027.0,2052.0,62719.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,75540.0,0.0,0.0,1.14,25.0,1000.0,62719.0,0.0,,,,1.0,,True
HYRO_GENC_EGY,Egypt,ROR,Water,2027.0,2077.0,32.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,75000.0,0.5,5.0,2.5,50.0,1000.0,32.0,0.0,,,,0.0,,True
HYDM_GENC_EGY,Egypt,ReservoirHydro,Water,2031.0,2081.0,2800.0,3.0,0.0,0.0,1.0,1.0,0.0,0.4,90000.0,0.5,5.0,3.0,50.0,1000.0,2800.0,0.0,,,,0.0,,True
Batt_GENC_EGY,Egypt,Storage,Battery,2027.0,2047.0,10000.0,3.0,0.0,0.0,1.0,1.0,0.0,0.5,40000.0,0.0,5.0,0.3,20.0,1000.0,10000.0,0.0,,,,0.0,,True
WDLC_GENC_EGY,Egypt,OnshoreWind,Wind,2027.0,2057.0,56727.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,35846.0,0.0,0.0,1.31,30.0,1000.0,56727.0,0.0,,,,1.0,,True
BMST_GENC_ETH,Ethiopia,BiomassPlant,Biomass,2027.0,2057.0,3981.0,3.0,0.0,15.0,1.0,1.0,0.0,0.05,100000.0,2.5,5.0,2.5,30.0,79.62,3981.0,0.0,,,,0.0,,True
NGCC_GENC_ETH,Ethiopia,CCGT,Gas,2028.0,2058.0,,3.0,0.15,7.7,1.0,1.0,0.0,0.2,30000.0,2.0,5.0,1.01,30.0,0.0,0.0,0.0,,,,0.0,,True
COSC_GENC_ETH,Ethiopia,ST,Coal,2029.0,2059.0,,3.0,0.0,10.2,1.0,1.0,0.0,0.2,112000.0,2.0,5.0,3.74,30.0,0.0,0.0,0.0,,,,0.0,,True
GOCV_GENC_ETH,Ethiopia,Geothermal,Geothermal,2027.0,2057.0,1000.0,3.0,0.0,0.0,1.0,1.0,0.0,0.05,120000.0,0.0,5.0,4.0,30.0,1000.0,1000.0,0.0,,,,0.0,,True
NGSC_GENC_ETH,Ethiopia,OCGT,Gas,2027.0,2057.0,,3.0,0.0,10.9,1.0,1.0,0.0,0.2,24000.0,4.0,5.0,0.8,30.0,0.0,0.0,0.0,,,,0.0,,True
DSRC_GENC_ETH,Ethiopia,ICE,Diesel,2027.0,2057.0,10000.0,3.0,0.0,10.42,1.0,1.0,0.0,0.2,33000.0,6.4,5.0,1.09,30.0,1000.0,10000.0,0.0,,,,0.0,,True
